datasetID,method,auxData,metric,result
MGASTRULA,splatter,NWE,KDEstat,0.08
MOBNEW,splatter,NWE,KDEstat,0.125
MUSCLE,splatter,NWE,KDEstat,0.333333333
PDAC,splatter,NWE,KDEstat,0.25
BREAST,SRTsim,NWE,KDEstat,0.222222222
HOSTEOSARCOMA,SRTsim,NWE,KDEstat,0.125
HPROSTATE,SRTsim,NWE,KDEstat,0.444444444
MBRAIN,SRTsim,NWE,KDEstat,0.25
MCATUMOR,SRTsim,NWE,KDEstat,0.375
MCORTEX,SRTsim,NWE,KDEstat,0.125
MGASTRULA,SRTsim,NWE,KDEstat,0.24
MOBNEW,SRTsim,NWE,KDEstat,0.125
MUSCLE,SRTsim,NWE,KDEstat,0.222222222
PDAC,SRTsim,NWE,KDEstat,0.25
BREAST,symsim,NWE,KDEstat,0.222222222
HOSTEOSARCOMA,symsim,NWE,KDEstat,0.25
HPROSTATE,symsim,NWE,KDEstat,0.222222222
MBRAIN,symsim,NWE,KDEstat,0.125
MCATUMOR,symsim,NWE,KDEstat,0.125
MCORTEX,symsim,NWE,KDEstat,0.125
MGASTRULA,symsim,NWE,KDEstat,0.16
MOBNEW,symsim,NWE,KDEstat,0.125
MUSCLE,symsim,NWE,KDEstat,0.333333333
PDAC,symsim,NWE,KDEstat,0.25
BREAST,zinbwave,NWE,KDEstat,0.222222222
HOSTEOSARCOMA,zinbwave,NWE,KDEstat,0.75
HPROSTATE,zinbwave,NWE,KDEstat,0.444444444
MBRAIN,zinbwave,NWE,KDEstat,0.1875
MCATUMOR,zinbwave,NWE,KDEstat,0.25
MCORTEX,zinbwave,NWE,KDEstat,0.25
MGASTRULA,zinbwave,NWE,KDEstat,0.8
MOBNEW,zinbwave,NWE,KDEstat,0.375
MUSCLE,zinbwave,NWE,KDEstat,0.444444444
PDAC,zinbwave,NWE,KDEstat,0.5
BREAST,scDesign3_gau(rf),NWE,KDEstat,0.666666667
HOSTEOSARCOMA,scDesign3_gau(rf),NWE,KDEstat,0.75
HPROSTATE,scDesign3_gau(rf),NWE,KDEstat,0.444444444
MBRAIN,scDesign3_gau(rf),NWE,KDEstat,0.25
MCATUMOR,scDesign3_gau(rf),NWE,KDEstat,0.25
MCORTEX,scDesign3_gau(rf),NWE,KDEstat,0.625
MGASTRULA,scDesign3_gau(rf),NWE,KDEstat,0.48
MOBNEW,scDesign3_gau(rf),NWE,KDEstat,0.375
MUSCLE,scDesign3_gau(rf),NWE,KDEstat,0.333333333
PDAC,scDesign3_gau(rf),NWE,KDEstat,0.75
BREAST,scDesign3_nb(rf),NWE,KDEstat,0.222222222
HOSTEOSARCOMA,scDesign3_nb(rf),NWE,KDEstat,0.625
HPROSTATE,scDesign3_nb(rf),NWE,KDEstat,0.444444444
MBRAIN,scDesign3_nb(rf),NWE,KDEstat,0.625
MCATUMOR,scDesign3_nb(rf),NWE,KDEstat,0.375
MCORTEX,scDesign3_nb(rf),NWE,KDEstat,0.25
MGASTRULA,scDesign3_nb(rf),NWE,KDEstat,0.24
MOBNEW,scDesign3_nb(rf),NWE,KDEstat,0.375
MUSCLE,scDesign3_nb(rf),NWE,KDEstat,0.333333333
PDAC,scDesign3_nb(rf),NWE,KDEstat,0.25
BREAST,scDesign3_poi(rf),NWE,KDEstat,0.333333333
HOSTEOSARCOMA,scDesign3_poi(rf),NWE,KDEstat,0.625
HPROSTATE,scDesign3_poi(rf),NWE,KDEstat,0.444444444
MBRAIN,scDesign3_poi(rf),NWE,KDEstat,0.75
MCATUMOR,scDesign3_poi(rf),NWE,KDEstat,0.25
MCORTEX,scDesign3_poi(rf),NWE,KDEstat,0.375
MGASTRULA,scDesign3_poi(rf),NWE,KDEstat,0.24
MOBNEW,scDesign3_poi(rf),NWE,KDEstat,0.25
MUSCLE,scDesign3_poi(rf),NWE,KDEstat,0.666666667
PDAC,scDesign3_poi(rf),NWE,KDEstat,0.375
BREAST,SRTsim(rf),NWE,KDEstat,0.222222222
HOSTEOSARCOMA,SRTsim(rf),NWE,KDEstat,0.25
HPROSTATE,SRTsim(rf),NWE,KDEstat,0.444444444
MBRAIN,SRTsim(rf),NWE,KDEstat,0.25
MCATUMOR,SRTsim(rf),NWE,KDEstat,0.375
MCORTEX,SRTsim(rf),NWE,KDEstat,0.125
MGASTRULA,SRTsim(rf),NWE,KDEstat,0.32
MOBNEW,SRTsim(rf),NWE,KDEstat,0.125
MUSCLE,SRTsim(rf),NWE,KDEstat,0.444444444
PDAC,SRTsim(rf),NWE,KDEstat,0.25
BREAST,scDesign2,CSM,KDEstat,0.444444444
HOSTEOSARCOMA,scDesign2,CSM,KDEstat,0.666666667
HPROSTATE,scDesign2,CSM,KDEstat,0.666666667
MBRAIN,scDesign2,CSM,KDEstat,0.75
MCATUMOR,scDesign2,CSM,KDEstat,0.833333333
MCORTEX,scDesign2,CSM,KDEstat,0.333333333
MGASTRULA,scDesign2,CSM,KDEstat,0.133333333
MOBNEW,scDesign2,CSM,KDEstat,0.416666667
MUSCLE,scDesign2,CSM,KDEstat,0.666666667
PDAC,scDesign2,CSM,KDEstat,0.5
BREAST,scDesign3_gau,CSM,KDEstat,0.777777778
HOSTEOSARCOMA,scDesign3_gau,CSM,KDEstat,0.666666667
HPROSTATE,scDesign3_gau,CSM,KDEstat,0.666666667
MBRAIN,scDesign3_gau,CSM,KDEstat,0.25
MCATUMOR,scDesign3_gau,CSM,KDEstat,0.25
MCORTEX,scDesign3_gau,CSM,KDEstat,0.666666667
MGASTRULA,scDesign3_gau,CSM,KDEstat,0.533333333
MOBNEW,scDesign3_gau,CSM,KDEstat,0.333333333
MUSCLE,scDesign3_gau,CSM,KDEstat,0.222222222
PDAC,scDesign3_gau,CSM,KDEstat,0.833333333
BREAST,scDesign3_nb,CSM,KDEstat,0.222222222
HOSTEOSARCOMA,scDesign3_nb,CSM,KDEstat,0.5
HPROSTATE,scDesign3_nb,CSM,KDEstat,0.444444444
MBRAIN,scDesign3_nb,CSM,KDEstat,0.5
MCATUMOR,scDesign3_nb,CSM,KDEstat,0.166666667
MCORTEX,scDesign3_nb,CSM,KDEstat,0.5
MGASTRULA,scDesign3_nb,CSM,KDEstat,0.2
MOBNEW,scDesign3_nb,CSM,KDEstat,0.333333333
MUSCLE,scDesign3_nb,CSM,KDEstat,0.222222222
PDAC,scDesign3_nb,CSM,KDEstat,0.333333333
BREAST,scDesign3_poi,CSM,KDEstat,0.555555556
HOSTEOSARCOMA,scDesign3_poi,CSM,KDEstat,0.666666667
HPROSTATE,scDesign3_poi,CSM,KDEstat,0.333333333
MBRAIN,scDesign3_poi,CSM,KDEstat,0.583333333
MCATUMOR,scDesign3_poi,CSM,KDEstat,0.166666667
MCORTEX,scDesign3_poi,CSM,KDEstat,0.666666667
MGASTRULA,scDesign3_poi,CSM,KDEstat,0.333333333
MOBNEW,scDesign3_poi,CSM,KDEstat,0.166666667
MUSCLE,scDesign3_poi,CSM,KDEstat,0.666666667
PDAC,scDesign3_poi,CSM,KDEstat,0.5
BREAST,SPARsim,CSM,KDEstat,0.333333333
HOSTEOSARCOMA,SPARsim,CSM,KDEstat,0.083333333
HPROSTATE,SPARsim,CSM,KDEstat,0.333333333
MBRAIN,SPARsim,CSM,KDEstat,0
MCATUMOR,SPARsim,CSM,KDEstat,0.083333333
MCORTEX,SPARsim,CSM,KDEstat,0.166666667
MGASTRULA,SPARsim,CSM,KDEstat,0.2
MOBNEW,SPARsim,CSM,KDEstat,0.083333333
MUSCLE,SPARsim,CSM,KDEstat,0.111111111
PDAC,SPARsim,CSM,KDEstat,0.166666667
BREAST,splatter,CSM,KDEstat,0.333333333
HOSTEOSARCOMA,splatter,CSM,KDEstat,0
HPROSTATE,splatter,CSM,KDEstat,0.222222222
MBRAIN,splatter,CSM,KDEstat,0
MCATUMOR,splatter,CSM,KDEstat,0
MCORTEX,splatter,CSM,KDEstat,0.166666667
MGASTRULA,splatter,CSM,KDEstat,0.066666667
MOBNEW,splatter,CSM,KDEstat,0
MUSCLE,splatter,CSM,KDEstat,0.444444444
PDAC,splatter,CSM,KDEstat,0.416666667
BREAST,SRTsim,CSM,KDEstat,0.222222222
HOSTEOSARCOMA,SRTsim,CSM,KDEstat,0.25
HPROSTATE,SRTsim,CSM,KDEstat,0.444444444
MBRAIN,SRTsim,CSM,KDEstat,0.25
MCATUMOR,SRTsim,CSM,KDEstat,0.083333333
MCORTEX,SRTsim,CSM,KDEstat,0.166666667
MGASTRULA,SRTsim,CSM,KDEstat,0.133333333
MOBNEW,SRTsim,CSM,KDEstat,0.083333333
MUSCLE,SRTsim,CSM,KDEstat,0.222222222
PDAC,SRTsim,CSM,KDEstat,0.333333333
BREAST,symsim,CSM,KDEstat,0.222222222
HOSTEOSARCOMA,symsim,CSM,KDEstat,0
HPROSTATE,symsim,CSM,KDEstat,0
MBRAIN,symsim,CSM,KDEstat,0.083333333
MCATUMOR,symsim,CSM,KDEstat,0
MCORTEX,symsim,CSM,KDEstat,0.166666667
MGASTRULA,symsim,CSM,KDEstat,0.133333333
MOBNEW,symsim,CSM,KDEstat,0
MUSCLE,symsim,CSM,KDEstat,0.333333333
PDAC,symsim,CSM,KDEstat,0.083333333
BREAST,zinbwave,CSM,KDEstat,0.444444444
HOSTEOSARCOMA,zinbwave,CSM,KDEstat,0.5
HPROSTATE,zinbwave,CSM,KDEstat,0.444444444
MBRAIN,zinbwave,CSM,KDEstat,0.166666667
MCATUMOR,zinbwave,CSM,KDEstat,0.583333333
MCORTEX,zinbwave,CSM,KDEstat,0.416666667
MGASTRULA,zinbwave,CSM,KDEstat,0.733333333
MOBNEW,zinbwave,CSM,KDEstat,0.416666667
MUSCLE,zinbwave,CSM,KDEstat,0.222222222
PDAC,zinbwave,CSM,KDEstat,0.25
BREAST,scDesign3_gau(rf),CSM,KDEstat,0.777777778
HOSTEOSARCOMA,scDesign3_gau(rf),CSM,KDEstat,0.666666667
HPROSTATE,scDesign3_gau(rf),CSM,KDEstat,0.666666667
MBRAIN,scDesign3_gau(rf),CSM,KDEstat,0.25
MCATUMOR,scDesign3_gau(rf),CSM,KDEstat,0.25
MCORTEX,scDesign3_gau(rf),CSM,KDEstat,0.666666667
MGASTRULA,scDesign3_gau(rf),CSM,KDEstat,0.533333333
MOBNEW,scDesign3_gau(rf),CSM,KDEstat,0.333333333
MUSCLE,scDesign3_gau(rf),CSM,KDEstat,0.222222222
PDAC,scDesign3_gau(rf),CSM,KDEstat,0.833333333
BREAST,scDesign3_nb(rf),CSM,KDEstat,0.222222222
HOSTEOSARCOMA,scDesign3_nb(rf),CSM,KDEstat,0.5
HPROSTATE,scDesign3_nb(rf),CSM,KDEstat,0.444444444
MBRAIN,scDesign3_nb(rf),CSM,KDEstat,0.5
MCATUMOR,scDesign3_nb(rf),CSM,KDEstat,0.166666667
MCORTEX,scDesign3_nb(rf),CSM,KDEstat,0.5
MGASTRULA,scDesign3_nb(rf),CSM,KDEstat,0.2
MOBNEW,scDesign3_nb(rf),CSM,KDEstat,0.333333333
MUSCLE,scDesign3_nb(rf),CSM,KDEstat,0.222222222
PDAC,scDesign3_nb(rf),CSM,KDEstat,0.333333333
BREAST,scDesign3_poi(rf),CSM,KDEstat,0.555555556
HOSTEOSARCOMA,scDesign3_poi(rf),CSM,KDEstat,0.666666667
HPROSTATE,scDesign3_poi(rf),CSM,KDEstat,0.333333333
MBRAIN,scDesign3_poi(rf),CSM,KDEstat,0.583333333
MCATUMOR,scDesign3_poi(rf),CSM,KDEstat,0.166666667
MCORTEX,scDesign3_poi(rf),CSM,KDEstat,0.666666667
MGASTRULA,scDesign3_poi(rf),CSM,KDEstat,0.333333333
MOBNEW,scDesign3_poi(rf),CSM,KDEstat,0.166666667
MUSCLE,scDesign3_poi(rf),CSM,KDEstat,0.666666667
PDAC,scDesign3_poi(rf),CSM,KDEstat,0.5
BREAST,SRTsim(rf),CSM,KDEstat,0.222222222
HOSTEOSARCOMA,SRTsim(rf),CSM,KDEstat,0.166666667
HPROSTATE,SRTsim(rf),CSM,KDEstat,0.444444444
MBRAIN,SRTsim(rf),CSM,KDEstat,0.166666667
MCATUMOR,SRTsim(rf),CSM,KDEstat,0.333333333
MCORTEX,SRTsim(rf),CSM,KDEstat,0.166666667
MGASTRULA,SRTsim(rf),CSM,KDEstat,0.133333333
MOBNEW,SRTsim(rf),CSM,KDEstat,0.166666667
MUSCLE,SRTsim(rf),CSM,KDEstat,0.222222222
PDAC,SRTsim(rf),CSM,KDEstat,0.25
BREAST,scDesign2,nn_correlation,KDEstat,0.915911941
HOSTEOSARCOMA,scDesign2,nn_correlation,KDEstat,26.5593896
HPROSTATE,scDesign2,nn_correlation,KDEstat,3.59398796
MBRAIN,scDesign2,nn_correlation,KDEstat,15.54203064
MCATUMOR,scDesign2,nn_correlation,KDEstat,34.0575698
MCORTEX,scDesign2,nn_correlation,KDEstat,1.369385481
MGASTRULA,scDesign2,nn_correlation,KDEstat,9.779675121
MOBNEW,scDesign2,nn_correlation,KDEstat,-0.00110597
MUSCLE,scDesign2,nn_correlation,KDEstat,8.37771171
PDAC,scDesign2,nn_correlation,KDEstat,0.910542084
BREAST,scDesign3_gau,nn_correlation,KDEstat,16.88213846
HOSTEOSARCOMA,scDesign3_gau,nn_correlation,KDEstat,66.27859566
HPROSTATE,scDesign3_gau,nn_correlation,KDEstat,10.53844779
MBRAIN,scDesign3_gau,nn_correlation,KDEstat,1.259855595
MCATUMOR,scDesign3_gau,nn_correlation,KDEstat,4.295342247
MCORTEX,scDesign3_gau,nn_correlation,KDEstat,-0.090906986
MGASTRULA,scDesign3_gau,nn_correlation,KDEstat,2.819095017
MOBNEW,scDesign3_gau,nn_correlation,KDEstat,0.13089967
MUSCLE,scDesign3_gau,nn_correlation,KDEstat,25.41166549
PDAC,scDesign3_gau,nn_correlation,KDEstat,16.85011207
BREAST,scDesign3_nb,nn_correlation,KDEstat,0.199383992
HOSTEOSARCOMA,scDesign3_nb,nn_correlation,KDEstat,20.39118963
HPROSTATE,scDesign3_nb,nn_correlation,KDEstat,0.75196127
MBRAIN,scDesign3_nb,nn_correlation,KDEstat,-0.032095447
MCATUMOR,scDesign3_nb,nn_correlation,KDEstat,2.017330163
MCORTEX,scDesign3_nb,nn_correlation,KDEstat,0.481841814
MGASTRULA,scDesign3_nb,nn_correlation,KDEstat,2.628951863
MOBNEW,scDesign3_nb,nn_correlation,KDEstat,0.359857758
MUSCLE,scDesign3_nb,nn_correlation,KDEstat,0.603091397
PDAC,scDesign3_nb,nn_correlation,KDEstat,0.161279948
BREAST,scDesign3_poi,nn_correlation,KDEstat,0.043712732
HOSTEOSARCOMA,scDesign3_poi,nn_correlation,KDEstat,41.12930358
HPROSTATE,scDesign3_poi,nn_correlation,KDEstat,0.184127271
MBRAIN,scDesign3_poi,nn_correlation,KDEstat,14.12063169
MCATUMOR,scDesign3_poi,nn_correlation,KDEstat,0.752159081
MCORTEX,scDesign3_poi,nn_correlation,KDEstat,-0.056229863
MGASTRULA,scDesign3_poi,nn_correlation,KDEstat,1.090946511
MOBNEW,scDesign3_poi,nn_correlation,KDEstat,1.449491677
MUSCLE,scDesign3_poi,nn_correlation,KDEstat,4.650072089
PDAC,scDesign3_poi,nn_correlation,KDEstat,0.552052612
BREAST,SPARsim,nn_correlation,KDEstat,0.182214039
HOSTEOSARCOMA,SPARsim,nn_correlation,KDEstat,110.4958262
HPROSTATE,SPARsim,nn_correlation,KDEstat,5.019948851
MBRAIN,SPARsim,nn_correlation,KDEstat,7.062036141
MCATUMOR,SPARsim,nn_correlation,KDEstat,5.897297151
MCORTEX,SPARsim,nn_correlation,KDEstat,3.049607017
MGASTRULA,SPARsim,nn_correlation,KDEstat,8.793328194
MOBNEW,SPARsim,nn_correlation,KDEstat,-0.680916727
MUSCLE,SPARsim,nn_correlation,KDEstat,0.53760639
PDAC,SPARsim,nn_correlation,KDEstat,0.240119187
BREAST,splatter,nn_correlation,KDEstat,29.75333474
HOSTEOSARCOMA,splatter,nn_correlation,KDEstat,6.261754489
HPROSTATE,splatter,nn_correlation,KDEstat,4.596146272
MBRAIN,splatter,nn_correlation,KDEstat,11.01753414
MCATUMOR,splatter,nn_correlation,KDEstat,16.62993192
MCORTEX,splatter,nn_correlation,KDEstat,0.055591676
MGASTRULA,splatter,nn_correlation,KDEstat,3.682235725
MOBNEW,splatter,nn_correlation,KDEstat,2.288775947
MUSCLE,splatter,nn_correlation,KDEstat,23.19597442
PDAC,splatter,nn_correlation,KDEstat,16.62330759
BREAST,SRTsim,nn_correlation,KDEstat,-0.071843223
HOSTEOSARCOMA,SRTsim,nn_correlation,KDEstat,-1.009133147
HPROSTATE,SRTsim,nn_correlation,KDEstat,2.323377611
MBRAIN,SRTsim,nn_correlation,KDEstat,-0.328190885
MCATUMOR,SRTsim,nn_correlation,KDEstat,-0.008423882
MCORTEX,SRTsim,nn_correlation,KDEstat,-0.152776793
MGASTRULA,SRTsim,nn_correlation,KDEstat,-0.433802723
MOBNEW,SRTsim,nn_correlation,KDEstat,-0.429036356
MUSCLE,SRTsim,nn_correlation,KDEstat,6.894149976
PDAC,SRTsim,nn_correlation,KDEstat,0.870408232
BREAST,symsim,nn_correlation,KDEstat,9.589760257
HOSTEOSARCOMA,symsim,nn_correlation,KDEstat,43.23654302
HPROSTATE,symsim,nn_correlation,KDEstat,0.962661508
MBRAIN,symsim,nn_correlation,KDEstat,0.367737073
MCATUMOR,symsim,nn_correlation,KDEstat,3.837418819
MCORTEX,symsim,nn_correlation,KDEstat,2.045269212
MGASTRULA,symsim,nn_correlation,KDEstat,20.05023167
MOBNEW,symsim,nn_correlation,KDEstat,2.468898474
MUSCLE,symsim,nn_correlation,KDEstat,12.00682183
PDAC,symsim,nn_correlation,KDEstat,11.81397602
BREAST,zinbwave,nn_correlation,KDEstat,1.526818502
HOSTEOSARCOMA,zinbwave,nn_correlation,KDEstat,199.2187335
HPROSTATE,zinbwave,nn_correlation,KDEstat,0.093736651
MBRAIN,zinbwave,nn_correlation,KDEstat,-0.05063645
MCATUMOR,zinbwave,nn_correlation,KDEstat,7.471421145
MCORTEX,zinbwave,nn_correlation,KDEstat,3.56945437
MGASTRULA,zinbwave,nn_correlation,KDEstat,26.02393165
MOBNEW,zinbwave,nn_correlation,KDEstat,1.994970051
MUSCLE,zinbwave,nn_correlation,KDEstat,0.904468669
PDAC,zinbwave,nn_correlation,KDEstat,0.298484737
BREAST,scDesign3_gau(rf),nn_correlation,KDEstat,16.88213846
HOSTEOSARCOMA,scDesign3_gau(rf),nn_correlation,KDEstat,66.27859566
HPROSTATE,scDesign3_gau(rf),nn_correlation,KDEstat,10.53844779
MBRAIN,scDesign3_gau(rf),nn_correlation,KDEstat,1.259855595
MCATUMOR,scDesign3_gau(rf),nn_correlation,KDEstat,4.295342247
MCORTEX,scDesign3_gau(rf),nn_correlation,KDEstat,-0.090906986
MGASTRULA,scDesign3_gau(rf),nn_correlation,KDEstat,2.819095017
MOBNEW,scDesign3_gau(rf),nn_correlation,KDEstat,0.13089967
MUSCLE,scDesign3_gau(rf),nn_correlation,KDEstat,25.41166549
PDAC,scDesign3_gau(rf),nn_correlation,KDEstat,16.85011207
BREAST,scDesign3_nb(rf),nn_correlation,KDEstat,0.199383992
HOSTEOSARCOMA,scDesign3_nb(rf),nn_correlation,KDEstat,20.39118963
HPROSTATE,scDesign3_nb(rf),nn_correlation,KDEstat,0.75196127
MBRAIN,scDesign3_nb(rf),nn_correlation,KDEstat,-0.041705778
MCATUMOR,scDesign3_nb(rf),nn_correlation,KDEstat,2.017330163
MCORTEX,scDesign3_nb(rf),nn_correlation,KDEstat,0.481841814
MGASTRULA,scDesign3_nb(rf),nn_correlation,KDEstat,2.553503667
MOBNEW,scDesign3_nb(rf),nn_correlation,KDEstat,0.359857758
MUSCLE,scDesign3_nb(rf),nn_correlation,KDEstat,0.603091397
PDAC,scDesign3_nb(rf),nn_correlation,KDEstat,0.161279948
BREAST,scDesign3_poi(rf),nn_correlation,KDEstat,0.043712732
HOSTEOSARCOMA,scDesign3_poi(rf),nn_correlation,KDEstat,41.12930358
HPROSTATE,scDesign3_poi(rf),nn_correlation,KDEstat,0.184127271
MBRAIN,scDesign3_poi(rf),nn_correlation,KDEstat,14.12063169
MCATUMOR,scDesign3_poi(rf),nn_correlation,KDEstat,0.752159081
MCORTEX,scDesign3_poi(rf),nn_correlation,KDEstat,-0.056229863
MGASTRULA,scDesign3_poi(rf),nn_correlation,KDEstat,1.090946511
MOBNEW,scDesign3_poi(rf),nn_correlation,KDEstat,1.449491677
MUSCLE,scDesign3_poi(rf),nn_correlation,KDEstat,4.650072089
PDAC,scDesign3_poi(rf),nn_correlation,KDEstat,0.552052612
BREAST,SRTsim(rf),nn_correlation,KDEstat,-0.197864136
HOSTEOSARCOMA,SRTsim(rf),nn_correlation,KDEstat,-9.926065992
HPROSTATE,SRTsim(rf),nn_correlation,KDEstat,1.002686104
MBRAIN,SRTsim(rf),nn_correlation,KDEstat,-0.342417103
MCATUMOR,SRTsim(rf),nn_correlation,KDEstat,0.039890875
MCORTEX,SRTsim(rf),nn_correlation,KDEstat,-0.383296715
MGASTRULA,SRTsim(rf),nn_correlation,KDEstat,-0.434474443
MOBNEW,SRTsim(rf),nn_correlation,KDEstat,-0.522510419
MUSCLE,SRTsim(rf),nn_correlation,KDEstat,1.326172669
PDAC,SRTsim(rf),nn_correlation,KDEstat,-0.032512154
BREAST,scDesign2,morans_I,KDEstat,2.467317323
HOSTEOSARCOMA,scDesign2,morans_I,KDEstat,7.123578282
HPROSTATE,scDesign2,morans_I,KDEstat,12.83979208
MBRAIN,scDesign2,morans_I,KDEstat,71.57189956
MCATUMOR,scDesign2,morans_I,KDEstat,49.18572261
MCORTEX,scDesign2,morans_I,KDEstat,0.585567056
MGASTRULA,scDesign2,morans_I,KDEstat,12.80814519
MOBNEW,scDesign2,morans_I,KDEstat,1.223088556
MUSCLE,scDesign2,morans_I,KDEstat,29.54431171
PDAC,scDesign2,morans_I,KDEstat,2.211107869
BREAST,scDesign3_gau,morans_I,KDEstat,31.88136457
HOSTEOSARCOMA,scDesign3_gau,morans_I,KDEstat,8.456115549
HPROSTATE,scDesign3_gau,morans_I,KDEstat,8.815775345
MBRAIN,scDesign3_gau,morans_I,KDEstat,0.199001283
MCATUMOR,scDesign3_gau,morans_I,KDEstat,3.440218148
MCORTEX,scDesign3_gau,morans_I,KDEstat,-0.092741206
MGASTRULA,scDesign3_gau,morans_I,KDEstat,0.005865702
MOBNEW,scDesign3_gau,morans_I,KDEstat,-0.306501745
MUSCLE,scDesign3_gau,morans_I,KDEstat,5.549901093
PDAC,scDesign3_gau,morans_I,KDEstat,8.660888917
BREAST,scDesign3_nb,morans_I,KDEstat,0.125713004
HOSTEOSARCOMA,scDesign3_nb,morans_I,KDEstat,2.647441432
HPROSTATE,scDesign3_nb,morans_I,KDEstat,1.909797373
MBRAIN,scDesign3_nb,morans_I,KDEstat,7.365877921
MCATUMOR,scDesign3_nb,morans_I,KDEstat,0.450255235
MCORTEX,scDesign3_nb,morans_I,KDEstat,-0.065379994
MGASTRULA,scDesign3_nb,morans_I,KDEstat,0.219619256
MOBNEW,scDesign3_nb,morans_I,KDEstat,-0.176648544
MUSCLE,scDesign3_nb,morans_I,KDEstat,2.687318277
PDAC,scDesign3_nb,morans_I,KDEstat,0.686253401
BREAST,scDesign3_poi,morans_I,KDEstat,0.440939934
HOSTEOSARCOMA,scDesign3_poi,morans_I,KDEstat,17.52029395
HPROSTATE,scDesign3_poi,morans_I,KDEstat,0.580591479
MBRAIN,scDesign3_poi,morans_I,KDEstat,61.32478986
MCATUMOR,scDesign3_poi,morans_I,KDEstat,0.072918737
MCORTEX,scDesign3_poi,morans_I,KDEstat,2.076143395
MGASTRULA,scDesign3_poi,morans_I,KDEstat,0.29494464
MOBNEW,scDesign3_poi,morans_I,KDEstat,2.073289738
MUSCLE,scDesign3_poi,morans_I,KDEstat,16.51027533
PDAC,scDesign3_poi,morans_I,KDEstat,0.315813092
BREAST,SPARsim,morans_I,KDEstat,1.213106159
HOSTEOSARCOMA,SPARsim,morans_I,KDEstat,20.03091489
HPROSTATE,SPARsim,morans_I,KDEstat,8.359764823
MBRAIN,SPARsim,morans_I,KDEstat,10.32887943
MCATUMOR,SPARsim,morans_I,KDEstat,3.822485044
MCORTEX,SPARsim,morans_I,KDEstat,0.465096963
MGASTRULA,SPARsim,morans_I,KDEstat,7.109735809
MOBNEW,SPARsim,morans_I,KDEstat,-0.076616662
MUSCLE,SPARsim,morans_I,KDEstat,0.288153328
PDAC,SPARsim,morans_I,KDEstat,0.214808284
BREAST,splatter,morans_I,KDEstat,25.61372612
HOSTEOSARCOMA,splatter,morans_I,KDEstat,8.917757771
HPROSTATE,splatter,morans_I,KDEstat,2.061486371
MBRAIN,splatter,morans_I,KDEstat,10.06398945
MCATUMOR,splatter,morans_I,KDEstat,14.37292973
MCORTEX,splatter,morans_I,KDEstat,0.404194103
MGASTRULA,splatter,morans_I,KDEstat,2.098228873
MOBNEW,splatter,morans_I,KDEstat,1.05092365
MUSCLE,splatter,morans_I,KDEstat,2.732555233
PDAC,splatter,morans_I,KDEstat,8.641511169
BREAST,SRTsim,morans_I,KDEstat,0.033363618
HOSTEOSARCOMA,SRTsim,morans_I,KDEstat,0.032584475
HPROSTATE,SRTsim,morans_I,KDEstat,6.568623389
MBRAIN,SRTsim,morans_I,KDEstat,-0.456663915
MCATUMOR,SRTsim,morans_I,KDEstat,0.192456035
MCORTEX,SRTsim,morans_I,KDEstat,-0.094584062
MGASTRULA,SRTsim,morans_I,KDEstat,-0.339697936
MOBNEW,SRTsim,morans_I,KDEstat,-0.290521884
MUSCLE,SRTsim,morans_I,KDEstat,14.78731738
PDAC,SRTsim,morans_I,KDEstat,2.081400984
BREAST,symsim,morans_I,KDEstat,6.815115859
HOSTEOSARCOMA,symsim,morans_I,KDEstat,20.85447224
HPROSTATE,symsim,morans_I,KDEstat,1.333755709
MBRAIN,symsim,morans_I,KDEstat,2.602156748
MCATUMOR,symsim,morans_I,KDEstat,5.226194127
MCORTEX,symsim,morans_I,KDEstat,1.555344252
MGASTRULA,symsim,morans_I,KDEstat,40.20670359
MOBNEW,symsim,morans_I,KDEstat,4.475880798
MUSCLE,symsim,morans_I,KDEstat,2.147133095
PDAC,symsim,morans_I,KDEstat,8.673027658
BREAST,zinbwave,morans_I,KDEstat,3.653414299
HOSTEOSARCOMA,zinbwave,morans_I,KDEstat,29.60541431
HPROSTATE,zinbwave,morans_I,KDEstat,0.502580035
MBRAIN,zinbwave,morans_I,KDEstat,-0.17382737
MCATUMOR,zinbwave,morans_I,KDEstat,6.550719343
MCORTEX,zinbwave,morans_I,KDEstat,1.437130917
MGASTRULA,zinbwave,morans_I,KDEstat,14.63725845
MOBNEW,zinbwave,morans_I,KDEstat,3.543616314
MUSCLE,zinbwave,morans_I,KDEstat,0.027324421
PDAC,zinbwave,morans_I,KDEstat,0.262708741
BREAST,scDesign3_gau(rf),morans_I,KDEstat,31.88136457
HOSTEOSARCOMA,scDesign3_gau(rf),morans_I,KDEstat,8.456115549
HPROSTATE,scDesign3_gau(rf),morans_I,KDEstat,8.815775345
MBRAIN,scDesign3_gau(rf),morans_I,KDEstat,0.199001283
MCATUMOR,scDesign3_gau(rf),morans_I,KDEstat,3.440218148
MCORTEX,scDesign3_gau(rf),morans_I,KDEstat,-0.092741206
MGASTRULA,scDesign3_gau(rf),morans_I,KDEstat,0.005865702
MOBNEW,scDesign3_gau(rf),morans_I,KDEstat,-0.306501745
MUSCLE,scDesign3_gau(rf),morans_I,KDEstat,5.549901093
PDAC,scDesign3_gau(rf),morans_I,KDEstat,8.660888917
